location,code,wardId
07E-04-01,07229709BA98,171135
07E-04-02,0722974FBA9A,171135
07E-04-03,0722972EBA9D,171135
07E-04-04,07229674BA93,171135
07E-04-05,0722965FBA9A,171135
07E-04-06,0722967ABA9D,171135
07E-05-01,07229672BA95,171135
07E-05-02,07229756BA92,171135
07E-05-03,07229677BA90,171135
07E-05-04,07229618BA99,171135
07E-05-05,07229673BA94,171135
07E-05-06,07229675BA92,171135
07E-06-01,07229755BA91,171135
07E-06-02,07229633BA90,171135
07E-06-03,072295F8BA94,171135
07E-06-04,07229768BA9F,171135
07E-06-05,072295E2BA9F,171135
07E-06-06,072295FDBA91,171135
07E-07-01,072296F7BA98,171135
07E-07-02,072295EBBA96,171135
07E-07-03,0722978ABA93,171135
07E-07-04,0722976BBA9C,171135
07E-07-05,070E0F16BA99,171135
07E-08-01,070E0F1ABA95,171135
07E-08-02,070E0F1BBA94,171135
07E-09-01,070E0F14BA9B,171135
07E-09-02,070E0F17BA98,171135
07E-10-01,070E0F18BA97,171135
07E-10-02,070E0F10BA9F,171135
07E-11-01,070E0F28BA94,171135
07E-11-02,070E0F08BA96,171135
07E-12-01,070E0F1DBA92,171135
07E-12-02,070E0F1FBA90,171135
07E-13-01,070E0F13BA9C,171135
07E-13-02,070E0F19BA96,171135
07E-14-01,070E0F07BA99,171135
07E-99-99,070E0F1CBA93,171135
07W-21-01,070E0F0FBA91,171136
07W-22-01,070E0F0ABA94,171136
07W-23-01,070E0F32BA9F,171136
07W-24-01,070E0F2EBA92,171136
07W-25-01,070E1098BA91,171136
07W-51-01,07229656BA93,171136
07W-52-01,07229651BA94,171136
07W-53-01,0722964FBA9B,171136
07W-53-02,0722965ABA9F,171136
07W-53-03,0722964EBA9A,171136
07W-54-01,072296C7BA9B,171136
07W-54-02,07229650BA95,171136
07W-54-03,07229655BA90,171136
07W-54-04,0722965BBA9E,171136
07W-54-05,07229660BA96,171136
07W-54-06,07229667BA91,171136
07W-55-01,07229662BA94,171136
07W-55-02,07229605BA95,171136
07W-55-03,07229607BA97,171136
07W-55-04,07229661BA97,171136
07W-55-05,07229664BA92,171136
07W-55-06,07229600BA90,171136
07W-56-01,072296B9BA92,171136
07W-56-02,072296C4BA98,171136
07W-56-03,072296CCBA90,171136
07W-56-04,072297FABA94,171136
07W-56-05,0722961ABA9B,171136
07W-56-06,072295F1BA9D,171136
07W-57-01,072295E4BA99,171136
07W-57-02,072295F9BA95,171136
07W-57-03,072295F6BA9A,171136
07W-57-04,0722960DBA9D,171136
07W-57-05,072296E3BA9D,171136
07W-58-01,072295F3BA9F,171136
07W-58-02,072296E4BA9A,171136
07W-59-01,07229856BA9D,171136
07W-59-02,072295FCBA90,171136
07W-60-01,07229840BA9A,171136
07W-60-02,07229842BA98,171136
07W-61-01,07229839BA94,171136
07W-61-02,072296E2BA9C,171136
07W-62-01,0722986FBA97,171136
07W-62-02,0722986EBA96,171136
07W-63-01,0722985EBA95,171136
07W-63-02,0722986DBA95,171136
07W-99-99,06FE3312BA9C,171136
