location,code,wardId
14E-01-01,07229978BA90,171121
14E-02-01,0722997EBA96,171121
14E-04-01,072297F9BA97,171121
14E-04-02,072295E0BA9D,171121
14E-04-03,07229779BA9F,171121
14E-04-04,0722996BBA92,171121
14E-04-05,06FE3206BA98,171121
14E-04-06,06FF31C5BA95,171121
14E-05-01,06FE323EBA93,171121
14E-05-02,06FE3238BA95,171121
14E-05-03,06FE3245BA9F,171121
14E-05-04,06FE323CBA91,171121
14E-05-05,06FE338FBA98,171121
14E-05-06,06FE323BBA96,171121
14E-06-01,06FE3392BA94,171121
14E-06-02,06FE3360BA99,171121
14E-06-03,06FE335DBA97,171121
14E-06-04,06FE3239BA94,171121
14E-06-05,06FE3397BA91,171121
14E-06-06,06FE3247BA9D,171121
14E-07-01,06FE31F9BA9B,171121
14E-07-02,06FE31F7BA95,171121
14E-07-03,06FE31F4BA96,171121
14E-07-04,06FE31F6BA94,171121
14E-07-05,06FE3201BA9F,171121
14E-08-01,06FE31F8BA9A,171121
14E-08-02,06FF316BBA91,171121
14E-09-01,06FE33AABA9F,171121
14E-09-02,06FF3164BA9E,171121
14E-10-01,06FE33A7BA92,171121
14E-10-02,06FF3161BA9B,171121
14E-11-01,06FF3170BA9B,171121
14E-11-02,06FF3171BA9A,171121
14E-12-01,06FF3172BA99,171121
14E-12-02,06FE339BBA9D,171121
14E-13-01,06FF31EBBA99,171121
14E-13-02,06FE32FABA9B,171121
14E-14-01,06FF3B4BBA99,171121
14E-14-02,06FE33BDBA99,171121
14E-99-99,06FF3158BA91,171121
14W-51-01,06FF315FBA96,171122
14W-52-01,06FF315CBA95,171122
14W-54-01,06FF315DBA94,171122
14W-54-02,06FE33BFBA9B,171122
14W-54-03,06FF315EBA97,171122
14W-54-04,06FE33C2BA91,171122
14W-55-01,0722991EBA90,171122
14W-55-02,072296E5BA9B,171122
14W-55-03,0722982BBA97,171122
14W-55-04,07229647BA93,171122
14W-55-05,0722982CBA90,171122
14W-55-06,07229865BA9D,171122
14W-56-01,07229821BA9D,171122
14W-56-02,07229835BA98,171122
14W-56-03,07229831BA9C,171122
14W-56-04,0722986CBA94,171122
14W-56-05,07229765BA92,171122
14W-56-06,072297A5BA9E,171122
14W-57-01,07229927BA9A,171122
14W-57-02,0722985FBA94,171122
14W-57-03,07229689BA91,171122
14W-57-04,072296D7BA9A,171122
14W-57-05,072295DFBA91,171122
14W-58-01,07229621BA93,171122
14W-58-02,072296D1BA9C,171122
14W-59-01,072297A7BA9C,171122
14W-59-02,07229988BA9F,171122
14W-60-01,072295F4BA98,171122
14W-60-02,072295C8BA97,171122
14W-61-01,072295E1BA9C,171122
14W-61-02,072298D5BA96,171122
14W-62-01,07229986BA91,171122
14W-62-02,072295C1BA9E,171122
14W-63-01,072295D7BA99,171122
14W-63-02,072295C5BA9A,171122
14W-64-01,072295E8BA95,171122
14W-64-02,072295D8BA96,171122
14W-99-99,072296FCBA93,171122
13E-01-01,072295CFBA90,171123
13E-02-01,072295D1BA9F,171123
13E-03-01,072295B7BA9F,171123
13E-03-02,072295CBBA94,171123
13E-03-03,072295FABA96,171123
13E-04-01,072296F9BA96,171123
13E-04-02,072295D6BA98,171123
13E-04-03,072295C2BA9D,171123
13E-04-04,070C1BC6BA93,171123
13E-04-05,070C1BBFBA9D,171123
13E-04-06,070C1BBEBA9C,171123
13E-05-01,070C1BC1BA94,171123
13E-05-02,070C1BDBBA9F,171123
13E-05-03,070C1BCEBA9B,171123
13E-05-04,070E0FA5BA91,171123
13E-05-05,070C1BCBBA9E,171123
13E-05-06,070C1B5ABA96,171123
13E-06-01,070C1BC0BA95,171123
13E-06-02,070E11D4BA98,171123
13E-06-03,070E121FBA9C,171123
13E-06-04,070E1226BA96,171123
13E-06-05,070E1228BA98,171123
13E-06-06,070E1210BA93,171123
13E-07-01,070E11D9BA95,171123
13E-07-02,070C1B54BA98,171123
13E-07-03,070C1B66BA99,171123
13E-07-04,070E0FA9BA9D,171123
13E-07-05,070C1B5FBA93,171123
13E-08-01,07229911BA9F,171123
13E-08-02,072295F0BA9C,171123
13E-09-01,072297C4BA99,171123
13E-09-02,072297E6BA99,171123
13E-10-01,0722983DBA90,171123
13E-10-02,07229830BA9D,171123
13E-11-01,07229806BA98,171123
13E-11-02,07229804BA9A,171123
13E-12-01,07229803BA9D,171123
13E-12-02,07229827BA9B,171123
13E-13-01,0722991CBA92,171123
13E-13-02,0722980CBA92,171123
13E-14-01,072297FFBA91,171123
13E-14-02,0722991BBA95,171123
13E-99-99,072297F2BA9C,171123
13W-51-01,0722992DBA90,171124
13W-52-01,0722992BBA96,171124
13W-54-01,072297F0BA9E,171124
13W-54-02,072297C6BA9B,171124
13W-54-03,072297BBBA91,171124
13W-54-04,06FF3193BA96,171124
13W-54-05,06FF318CBA98,171124
13W-54-06,06FE33E0BA91,171124
13W-55-01,06FE33E8BA99,171124
13W-55-02,06FE33D8BA9A,171124
13W-55-03,06FF3182BA96,171124
13W-55-04,06FE33DABA98,171124
13W-55-05,06FF3195BA90,171124
13W-55-06,06FF3187BA93,171124
13W-56-01,06FE33DDBA9F,171124
